1,0,4a649249f964a52048c61fe3,15,4bab6d05f964a52089a83ae3,21
2,0,4c5346211b46c9b6e250aecc,23
3,1,4a1054fcf964a520a5761fe3,16
4,0,452113b6f964a520bc3a1fe3,19
5,0,452113b6f964a520bc3a1fe3,11
6,0,452113b6f964a520bc3a1fe3,21
7,0,44cf0ff8f964a5201c361fe3,11,4283ee00f964a520dd221fe3,12,4b3d563ff964a520a49225e3,13,40b28c80f964a520a4f71ee3,14
8,0,4e4421b37d8bee2823996278,14
9,0,4d00f8cc3ea69eb088d43649,15
10,0,49e79621f964a520cf641fe3,13
11,0,4b02da16f964a520624a22e3,21
12,0,4cb1f141562d224beed32288,5
13,0,4ad1464ef964a520d2dd20e3,6,4ad1464ef964a520d2dd20e3,6
14,0,4cb1f141562d224beed32288,3
15,0,4abb54c7f964a520ac8320e3,5,49fa4e44f964a520e96d1fe3,7
16,0,4b5397e3f964a520d8a327e3,13,4b4d0df5f964a5205ac926e3,14
17,0,4abb54c7f964a520ac8320e3,5,4aa81841f964a520464f20e3,7
18,0,4ea6fe1d2fb6e3e5267ebc8f,6
19,0,519abb90498ecd79e9066cd9,23
20,0,452113b6f964a520bc3a1fe3,15
21,0,4e3064d8aeb7f1133a009e89,18
22,1,4ec5c12ad5fbfa048edf5843,12,4ac23116f964a520219820e3,16
23,1,4ec5c12ad5fbfa048edf5843,10
24,0,4af17cbaf964a5201ee121e3,11
25,1,4a56629df964a52013b51fe3,1
26,0,4bb11597f964a52005793ce3,21
27,0,49cfd02cf964a520cd5a1fe3,18
28,0,4a9074d8f964a520f71720e3,13,4a6c7881f964a52096d01fe3,16,4f11a1f8e4b0678410f41cb8,18,3fd66200f964a520bded1ee3,21
29,0,4acbf0eaf964a52065c820e3,14
30,0,4bd7410e35aad13a387e8ef3,13
31,0,4b01556af964a5201e4222e3,9
32,0,4e0dbdd6483bc2b5f47a26f0,19
33,0,40b28c80f964a5202ff81ee3,12,4cc84e9ade08199cbb1ded5e,18
34,0,3fd66200f964a520bded1ee3,21
35,0,4a592417f964a520cab81fe3,9,4b0156dff964a520254222e3,18
36,0,4a592417f964a520cab81fe3,7
37,0,4e0dbdd6483bc2b5f47a26f0,19
38,1,4a74b8c9f964a5205edf1fe3,13
39,0,4dd83669fa76ad96d1393abf,10
40,0,4b143d46f964a520cd9f23e3,12,4c45c1b7f799e21ea69eafa2,20
41,0,3fd66200f964a520e1eb1ee3,20
42,0,44633c8cf964a5201b331fe3,20
43,0,4bb27a1214cfd13a64fe14ab,8
44,1,417d9380f964a520d11d1fe3,16,4a917d5ef964a520661a20e3,17
45,0,4bb27a1214cfd13a64fe14ab,7
46,1,4b7fe885f964a520b84330e3,20
47,1,4abd6b3ef964a520308a20e3,12
48,0,4abeaf69f964a520558f20e3,19
49,0,3fd66200f964a520bded1ee3,20
50,1,3fd66200f964a520bded1ee3,20
51,0,4a9ed60df964a520653b20e3,8
52,0,4b02bfcdf964a520a64922e3,9,474d8bbdf964a520a54c1fe3,17,3fd66200f964a520bded1ee3,18
53,0,4a1b3febf964a520dd7a1fe3,18
54,0,3fd66200f964a520bded1ee3,19
55,0,4a7475c6f964a5203ade1fe3,6,3fd66200f964a520bded1ee3,18
56,0,502cf235e4b089f5e5708abb,8,4b02bfcdf964a520a64922e3,9
57,0,4ad8ad59f964a520a31321e3,7
58,0,430e5b80f964a52049271fe3,16
59,0,452113b6f964a520bc3a1fe3,18
60,0,474d8bbdf964a520a54c1fe3,16
61,0,4bf1704f25afb713e7044b6f,20
62,0,452e194ef964a5204e3b1fe3,18
63,0,452113b6f964a520bc3a1fe3,18
64,0,4b02bfcdf964a520a64922e3,9
65,0,4aeaef7ef964a520c9bc21e3,7
66,0,4a9074d8f964a520f71720e3,19
67,0,452e194ef964a5204e3b1fe3,19
68,1,4a30589ef964a52051991fe3,21
69,0,49d2c4c1f964a520d25b1fe3,20
70,0,4c8a05cb1eafb1f7835d7635,18
71,0,50c66997e4b0250081825680,17
72,0,506799e8e4b0da82c6acb886,17
73,1,3fd66200f964a520bced1ee3,14
74,0,3fd66200f964a520bded1ee3,19
75,1,4c559004fd2ea59364daf42b,10
76,0,3fd66200f964a520bded1ee3,18
77,0,4cdb128252d88eecb3f8f828,20
78,0,4ace7819f964a520bfd020e3,18
79,0,4a02465ef964a52045711fe3,21
80,1,4bb7beb27421a5939efcc040,12,40b28c80f964a520a4f71ee3,13,3fd66200f964a52062ec1ee3,18,3fd66200f964a520f6eb1ee3,21
81,1,4de19091d22d2a4ecdb18204,19
82,1,4aca8793f964a52042c220e3,21,4bde4f0cffdec9281174e8a1,22
83,1,40b28c80f964a520f6f71ee3,0
84,0,4b05a60cf964a5202de022e3,11
85,0,4b05a60cf964a5202de022e3,17,40b28c80f964a520fdf71ee3,18
86,0,4283ee00f964a520f3221fe3,9
87,0,4cff6944f7b38cfa5108c9c3,17
88,0,4283ee00f964a520f3221fe3,9
89,1,4a9dd1d2f964a520853920e3,12
90,0,4b05a60cf964a5202de022e3,10
91,0,4f7ef90ee4b079381bb14835,8,40b28c80f964a520c4f71ee3,16
92,1,4b0ae389f964a5207e2923e3,12
93,0,4b05a60cf964a5202de022e3,9,452113b6f964a520bc3a1fe3,17
94,0,4b05a60cf964a5202de022e3,9
95,0,4b05a60cf964a5202de022e3,9,4238c880f964a5202c201fe3,15
96,0,4b05a60cf964a5202de022e3,8
